Date,Content,Created by,Labels,Views,Avg. percentage viewed,Likes,Dislikes,Comments,Shares,Added to a playlist,Removed from a playlist,Subscribers gained,Subscribers lost,Total engagement,Url
09/12/2023 07:00 AM AEST +1000,"A pecuária é uma das principais causas das mudanças climáticas, e esses efeitos já estão sendo sentidos em todo o mundo. Pesquisas mostram que a ação de maior impacto que um indivíduo pode tomar para combater esta tendência prejudicial é escolher uma alimentação à base de plantas.  A escolha de uma alimentação vegetal ajuda o nosso planeta e pode garantir que as gerações futuras viverão em um mundo habitável. 🌎  Faça a sua parte para evitar as mudanças climáticas. Junte-se a nós no nosso pedido ao @princeandprincessofwales para que ele crie uma 6ª categoria do prêmio @Earthshotprize, que contemple iniciativas trabalhando para promover um sistema alimentar à base de plantas.   Inscreva-se em nosso programa gratuito de 7 dias de veganismo #PeloPlaneta.🌱 (link na bio em @genv_brasil)  💚 Genesis Butler é ativista e apoiadora da GenV.  #ParaTodesVerem: Genesis Butler é uma adolescente negra de cabelos escuros presos em um coque alto. Ela conversa com o dr. Joseph Poore, um homem branco de cabelos curtos, lisos e escuros. No vídeo, é possível ver, além deles, imagens de queimadas, vacas, galinhas, porcos, peixes e camarões sendo explorados.  #Earthshot #EarthshotPrize #SoluçõesSustentáveis #PlantBased #MudançaClimática #Sustentabilidade #SejaaMudança #PeloPlaneta #PelosAnimais #SalveoPlaneta #Veganismo #Vegano #Veganos",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=nG0w46hFbdg
09/16/2023 01:00 AM AEST +1000,"Derrubando mitos sobre o veganismo! 🤜🏼💥🤛🏼  Diretor executivo do @ForumAnimalONG , Taylison Santos explica que escolher o veganismo não é sinônimo de perfeição.  Somos humanos e estamos suscetíveis aos erros, mas o importante é aprender a partir desses erros e continuar em busca de ser uma pessoa melhor para a humanidade, para os animais e para o planeta!   E aí, concorda com o Taylison? Conta pra gente nos comentários. 👇  #ParaTodesVerem: Taylison é um homem branco de cabelos e barba escuros. Ele usa uma roupa toda preta, e a camisa tem o logo da GenV. Ele está diante de um fundo colorido com imagens de animais.  #veganismo #vegano #veganos #erros #aprendizado #evolução",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=GNwRuncOWs0
09/22/2023 01:16 AM AEST +1000,"Derrubando mitos sobre o veganismo! 🤜🏼💥🤛🏼  A querida chef vegana e designer Rita Parente (@cocooncooks) esteve no @ava.summit e nos ajudou a explicar que, no veganismo, não precisamos excluir a comida afetiva do nosso cardápio, apenas adaptá-la aos ingredientes livres de exploração animal.   E garantimos que os resultados são fantásticos. Por aqui, adoramos a ""cogumelhoada"", a versão da bacalhoada com cogumelos, nas festas de fim de ano. E você, tem alguma substituição clássica? Conta nos comentários.   Quer a receita da ""cogumelhoada""? Acesse o ebook de Receitas Veganas Natalinas em nosso site: https://genv.org/wp-content/uploads/2022/12/Receitas-Veganas-Natalinas-GenV-com-Ivan-Di-Simoni.pdf (link na bio).  #ParaTodesVerem: Rita é uma mulher branca de cabelo curto rosa e tatuagens nos braços. Ela usa óculos, blusa e tênis pretos e uma calça jeans.  #veganismo #vegano #veganos #alimentaçãosaudável #receitasveganas #cozinhacriativa #comidaafetiva",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=3_rUBx4u-NI
10/10/2023 02:00 AM AEDT +1100,"Derrubando mitos sobre o veganismo! 🤜🏼💥🤛🏼  A querida chef vegana e designer Rita Parente (@cocooncooks) nos ajudou a responder a um mito comum sobre a alimentação à base de plantas.   A comida vegetal é, sim, saborosa! Toda comida precisa de temperos e especiarias para ganhar camadas incríveis de sabor.   Veja no nosso site diversas receitas deliciosas à base de plantas. Acesse: https://genv.org/pt-br/recipes/   #ParaTodesVerem: Rita é uma mulher branca de cabelo curto rosa e tatuagens nos braços. Ela usa óculos, blusa e tênis pretos e uma calça jeans.  #veganismo #vegano #veganos #alimentaçãosaudável #receitasveganas #cozinhacriativa",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=GjcWPH6u9A8
10/13/2023 02:00 AM AEDT +1100,O pediatra Bruno Shoiti (@pediatra_vegano) conversou com a Geração Vegana e falou sobre os benefícios para a saúde do veganismo na infância. 🌱  #ParaTodesVerem: Bruno está em seu consultório médico e veste um jaleco branco e gravata. Ele é um homem com traços orientais e os cabelos raspados.   Faça parte em https://www.GeracaoV.org   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org  Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:    https://www.youtube.com/@geracaovegana   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/  Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram   #SomosGenV #SomosAGeraçãoV #veganismo #infânciavegana #pediatravegano #vegano #criancavegana,,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=TExy2X8l9-o
10/28/2023 02:00 AM AEDT +1100,"Vice-presidente da @SociedadeVegetariana, Ricardo Laurino teve uma virada de chave em sua vida nos anos 1990. Assistindo a uma reportagem na TV, percebeu que aquilo que colocava no prato era, na verdade, parte de um animal. Conheça essa história de transição ao veganismo emocionante e abra-se também para fazer essa conexão.   Siga a Sociedade Vegetariana Brasileira: @sociedadevegetariana Siga Ricardo Laurino: @ricardolaurino   Faça parte em https://www.GeracaoV.org   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org  Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo   🔴 Inscreva-se no nosso canal para mais vídeos como este:    https://www.youtube.com/@geracaovegana   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/  Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram  #SomosGenV #SomosAGeraçãoV",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=QChagHyz3u0
11/02/2023 02:00 AM AEDT +1100,"Neste Dia Mundial do Veganismo, é uma alegria compartilhar a história inspiradora de uma ativista da nova geração no veganismo do Brasil. Quando era apenas uma criança, Brunna Sachs decidiu não compactuar com a crueldade animal e aderiu a uma alimentação à base de plantas. Agora, ela usa sua voz para lutar pelo veganismo, tanto pela defesa dos animais quanto do planeta. 🐮🐔🐷🌱🌎  Siga a Brunna nas redes sociais: @brunnasachs  Faça parte em https://www.GeracaoV.org   🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: https://www.GeracaoV.org  Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 30 dias para descobrir o veganismo     🔴 Inscreva-se no nosso canal para mais vídeos como este:    https://www.youtube.com/@geracaovegana   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto/ Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram  #SomosGenV #SomosAGeraçãoV",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=ZGfH5Dtp2iY
11/18/2023 02:00 AM AEDT +1100,"A geração vegana chegou! 💛  Neste Dia Mundial do Veganismo, é uma alegria compartilhar a história inspiradora de uma ativista da nova geração no veganismo do Brasil. A querida @brunnasachs escolheu não compactuar com o sofrimento animal e aderiu a uma alimentação à base de plantas quando era apenas uma criança.   Agora, ela usa sua voz para lutar pelo veganismo, tanto pela defesa dos animais quanto do planeta. 🐮🐔🐷🌱🌎  Assista ao vídeo completo no nosso canal.  #ParaTodesVerem: Brunna é uma adolescente branca de cabelos castanhos e longos. Ela veste uma camiseta azul com a estampa de um porco e a palavra ""vegan"". O vídeo também conta com imagens da jovem na infância e na adolescência.",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=E4b6kXqEVqQ
11/22/2023 09:02 AM AEDT +1100,"❌BASTA DE DESTRUIÇÃO❌  🐟 Hoje é o Dia Mundial da Pesca, e queremos lembrar que a pesca, como qualquer prática especista, gera altos níveis de sofrimento animal, além de ser inimiga do meio ambiente. Peixes e outros animais aquáticos são seres que merecem viver vidas livres de exploração (por acaso o Nemo não nos ensinou alguma coisa?).   🐋 A piscicultura é uma prática terrível tanto para os peixes criados em cativeiro quanto para os selvagens, pois causa um caos no ambiente natural. Mas a boa notícia é que não precisamos comer peixe e podemos obter todos os sabores do mar que amamos e os nutrientes para uma saúde ideal com alimentos vegetais.   👩🏽‍⚕️ Precisamos de ômega-3, não de peixe. Podemos encontrar este nutriente em leguminosas e outros alimentos, por isso, podemos deixar os peixes em seu habitat natural e ajudar a proteger a Terra.                                                            🌱Inscreva-se gratuitamente em nossos programas de veganismo #PelosAnimais e diga NÃO ao sofrimento dos animais aquáticos.  #ParaTodesVerem: vídeo mostra um tubarão em um barco pesqueiro rodeado de milhares de peixes. Ele é alçado com um guindaste. Além disso, aparece a seguinte frase: ""Mais de 650.000 animais marinhos, entre eles golfinhos, baleias, focas e tartarugas, morrem ou ficam feridos em redes de pesca a cada ano"".  #vidamarinha #animaismarinhos #amoanimais #amoraosanimais #veganismo",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=2epsw4kAT80
12/01/2023 02:00 AM AEDT +1100,"Vice-presidente da @SociedadeVegetariana, Ricardo Laurino teve uma virada de chave em sua vida nos anos 1990. Assistindo a uma reportagem na TV, percebeu que aquilo que colocava no prato era, na verdade, parte de um animal. Conheça essa história de transição ao veganismo emocionante e abra-se também para fazer essa conexão.     Assista ao vídeo completo no nosso canal.",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=Tj0T4iREhJY
12/05/2023 07:00 AM AEDT +1100,"Aventuras na neve com esses pequenos e curiosos exploradores! ❄️🐐   Veja os cabritinhos descobrindo a magia da neve pela primeira vez. 😍  #ParaTodesVerem: dois cabritinhos usando roupinhas estão dentro de um local coberto e vão para o lado externo, coberto de neve. Eles andam na neve levemente desconfiados e tomam alguns pequenos sustos engraçados com a novidade.",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=fKQXculnnc0
12/12/2023 07:00 AM AEDT +1100,"É assim que se leva um peru para a ceia de Natal! Ele vai COM você para a mesa, vivo e livre! 🦃💚  Considere o veganismo #PelosAnimais. Acesse o nosso programa de veganismo de 7 dias em GeracaoV.org. É gratuito!  #ParaTodesVerem: perus se direcionam para uma mesa e comem um banquete preparado com vegetais. Humanos apluadem a cena.  #NatalVegano #peru #veganismo",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=fqc8xJbTCsM
12/19/2023 08:00 AM AEDT +1100,"Seus amigos e familiares continuam perguntando como você consegue as proteínas? Você ainda não tem muitas opções de comida nas festas de fim de ano em família? Seus problemas acabaram! 😜  Sabemos que esta época do ano pode ser difícil para as pessoas que adotaram o veganismo. Por isso, separamos algumas dicas que podem te ajudar! E lembre-se: você não está só! 💚🌱  #NatalVegano #veganismo #Natal #AnoNovo #natal2023  #ParaTodesVerem: vídeo mostra o seguinte texto: ""6 maneiras de sobreviver às festas de fim de ano sendo vegane"".: ""Leve um prato que todo mundo possa comer e aproveitar. Coma em casa e participe das celebrações depois do jantar. ""Organize sua própria festa vegana. Prepare-se para as perguntas. Seja o exemplo. Lembre-se que há mais nas festas do que a comida."" Ao fundo, aparecem diversas imagens de famílias em um momento de ceia.",,,10,54.40999999999999,1,0,0,0,0,0,0,0,1,https://www.youtube.com/watch?v=POtRvh4UEHg
12/20/2023 07:00 AM AEDT +1100,"Desejamos um ano novo de compaixão e sem crueldade! 🌟🌱  Vamos tomar a resolução de adotar o veganismo #PelosAnimais e criar um mundo onde a bondade não tem barreiras. Que seja um ano repleto de amor, empatia e mudanças positivas.💚🐾  #AnoNovoVegano #AnoNovo #veganismo #amoraosanimais",,,4,68.71,2,0,0,0,0,0,0,0,2,https://www.youtube.com/watch?v=DsSq-YuNr9o
12/24/2023 02:00 AM AEDT +1100,"A equipe da Geração Vegana te deseja um Feliz Natal! 🌟🎄 Que seja um período cheio de alegria, carinho e celebrações sustentáveis. Um brinde a espalhar amor e bondade em todos os cantos do mundo. ✨  Clique no link na bio, confira nosso programa gratuito de veganismo de 30 dias e chame as pessoas que você ama para se inscreverem!  GeracaoV.org/go-vegan  #FelizNatal #NatalVegano",,,22,47.29,2,1,0,0,0,0,0,0,2,https://www.youtube.com/watch?v=o2HXt8iAuzw
12/26/2023 07:00 AM AEDT +1100,"Neste dia de Natal, conheça a história do padre Munro. 🙏  Após um derrame, o padre decidiu que precisava mudar sua alimentação. Depois do susto, ele abriu os olhos para os horrores que os animais são forçados a enfrentar em nosso sistema alimentar e decidiu estender sua compaixão a TODAS as criaturas de Deus.🕊️  Proteja os animais do sofrimento na indústria, escolha o veganismo! 🌱 👇 https://genv.org/pt-br/go-vegan/  #ParaTodesVerem: padre Munro é um homem branco de olhos claros e cabelos grisalhos. Ele veste uma batina.",,,60,43.63,5,1,0,0,0,0,0,0,5,https://www.youtube.com/watch?v=kYZSap-REgQ
12/31/2023 02:00 AM AEDT +1100,"🌎✨Em um mundo aparentemente dividido, a gentileza é uma força revolucionária. Vivemos a vida lado a lado, compartilhando este planeta e tudo que ele nos oferece. Nossos destinos estão entrelaçados, e atuar pelo bem de um é atuar pelo bem de todo mundo.   🌟✨ Novo ano, nova perspectiva! Este ano, explore algumas dessas ideias para ter um impacto positivo nas outras pessoas.  Se abraçar o veganismo está entre as suas metas deste ano, conheça nossos programas gratuitos de 7 e 30 dias. Deixe a gente te guiar neste caminho de transformação. Acesse GeracaoV.org/go-vegan   #AnoNovo #anonovovidanova #anonovo2024",,,9,1975.32,3,0,0,0,0,0,0,0,3,https://www.youtube.com/watch?v=L_QncegOKtQ
01/14/2023 01:00 PM AEDT +1100,"Hablamos con Paulo Aillapán Kolilef. Artista visual y cocinero mapuche. Le preguntamos sobre cómo vive él su identidad de persona mapuche viviendo en Europa; cómo entiende la alimentación, el veganismo y la manera que tienen los pueblos indígenas precoloniales de vivir en armonía con la naturaleza. Nos cuenta también sobre su etapa en el restaurante vegano y madrileño del barrio de las letras Rayén Vegano, que fundó junto a su compañera Noemí Chianetta.  ⚡️Aprende mas sobre esto en: https://genv.org/es/  🌱DESAFÍOS VEGANOS DISPONIBLES: https://genv.org/es/go-vegan/  7 días veganos por los animales 7 días veganos por el planeta 7 días veganos por tu salud 7 días veganos por la humanidad Desafío vegano de 30 días  🔴 Suscríbete para ver más vídeos como este: https://www.youtube.com/channel/UCBrv...  🕘 Marcas de tiempo 00:00 Fuera de lugar: historia personal y migraciones en Chile 01:33 Colonización y pueblo mapuche 02:21 Alimentación (o dieta) mapuche 03:31 Sobre su restaurante vegano  📚 RECURSOS PARA ACTIVISTAS: https://genv.org/es/haz-un-impacto/ Recursos para educarse, activarse y ser interseccional.  👥 MANTENTE CONECTADE Sitio web:https://www.GenV.org/es Facebook: https://www.facebook.com/GenVesp Twitter: https://www.twitter.com/GenV_ESP Instagram: https://www.instagram.com/genv_esp/",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=rJJ3nGEiLsw
