Date,Content,Created by,Labels,Impressions,Likes,Reposts,Quote posts,Replies,Engagement,Engagement rate per impression (%),Video views,Url
02/09/2024 07:00 AM EST -0500,📆 Upcoming!  Orlando Vegan Market - 2/18 LA Vegan St. Fair - 3/22  Charleston Vegan Brewfest - 4/13 Planet Virginia - 4/21  Florida Vegan Block party - 4/27 LA Vegan Women’s Summit - 5/9  Asbury Park Vegan Food - 5/18 D.C Animal Advocacy Summit - 5/16 https://t.co/NUIeUV19EP,Jamie Logan,,81,2,2,0,0,12,14.8,,https://twitter.com/GenV_Eng/status/1755924530214719963
02/09/2024 07:15 AM EST -0500,Can high-moisture extrusion bring the juiciness of meat to plant-based alternatives? 🌱 Let's make kinder choices for our planet! 🌍  #GoVegan #SustainableEating #PlantBasedRevolution https://t.co/OpQDTpOc8r,Simon Plazolles-Hayes,AI Article,74,1,0,0,0,4,5.4,,https://twitter.com/GenV_Eng/status/1755928280803287408
02/09/2024 08:02 AM EST -0500,"This giant manta ray, an endangered marvel, is just one more victim of the cruel fishing industry. How many animals must suffer like this before we recognize the impacts of our food choices?  #fishing https://t.co/ujWxrvtXrg",Simon Plazolles-Hayes,,115,3,1,0,0,6,5.2,38.0,https://twitter.com/GenV_Eng/status/1755940280564396426
02/09/2024 06:15 PM EST -0500,Craving global flavors in a kinder way? 🌱✈️  How do you #spiceup your #PlantBased dishes at home? 🥟🌶️  #VeganEats https://t.co/rYOAbUZDLy,Simon Plazolles-Hayes,AI Article,75,0,0,0,0,2,2.7,,https://twitter.com/GenV_Eng/status/1756094391423242580
02/10/2024 07:00 AM EST -0500,"We should never be too busy for compassion. Whenever and wherever we can make the choice, choose vegan.  #vegan #time https://t.co/mDcnMGX49V",Simon Plazolles-Hayes,,78,1,0,0,0,1,1.3,23.0,https://twitter.com/GenV_Eng/status/1756286996840898854
02/10/2024 03:00 PM EST -0500,"Celebrating #WorldPulsesDay, the best sources of vegan proteins. 🌱💪  Top 20 plant based protein sources: https://t.co/dSSpWFdu6S https://t.co/PnDsFX0HJI",Jamie Logan,,80,0,0,0,1,2,2.5,,https://twitter.com/GenV_Eng/status/1756407753881321761
02/10/2024 06:14 PM EST -0500,Did you know the choices on our plates have the power to change lives? 🌱🐮  Join the movement for compassionate living with @FarmSanctuary.  #PlantBased #AnimalWelfare https://t.co/xJzdQrpSaL,Simon Plazolles-Hayes,AI Article,89,2,0,0,0,2,2.2,,https://twitter.com/GenV_Eng/status/1756456653745008965
02/11/2024 07:15 AM EST -0500,What's your favorite plant-based treat that tastes as good as the traditional version? 🌱  🍰 Taste and kindness can go hand-in-hand!  #VeganDesserts #PlantBasedLiving #KindToAnimals https://t.co/PdGms7xG26,Simon Plazolles-Hayes,AI Article,96,0,0,1,0,1,1.0,,https://twitter.com/GenV_Eng/status/1756653062251298841
02/11/2024 09:00 AM EST -0500,"No one needs to eat a dead bird’s wings during the big game. Instead, why not tuck into tasty plant-based wings which use the exact same spices you already love?  Are you eating vegan chick’n for the Super Bowl? 🏈  #SuperBowl https://t.co/96179Lp9Au",Simon Plazolles-Hayes,,150,4,0,0,0,6,4.0,46.0,https://twitter.com/GenV_Eng/status/1756679522353557625
02/11/2024 09:00 AM EST -0500,"Love in action! 💚🐄  Rescued from the dairy and meat industry by Ahimsa Santuario Valedarainha, these babies now have the opportunity to experience love, care, and safety.  Give compassion a chance. Go vegan! 🌱 https://t.co/KKApsc76nc",Simon Plazolles-Hayes,,138,6,1,0,0,8,5.8,31.0,https://twitter.com/GenV_Eng/status/1756679571645100060
02/11/2024 05:58 PM EST -0500,"There’s nothing “Super” about this #SuperBowl statistic, because a chicken’s life is worth far more than a wing. https://t.co/dqGz34amv9",Simon Plazolles-Hayes,,143,2,3,0,1,7,4.9,,https://twitter.com/GenV_Eng/status/1756815020598444106
02/11/2024 06:15 PM EST -0500,Ever wondered how tech savviness could advance the vegan movement? 🌱  💻 Check out the innovative tools from Vegan Hacktivists!  #VeganTech #CrueltyFreeFuture #PlantPowered https://t.co/yWzFgMAGcJ,Simon Plazolles-Hayes,AI Article,82,3,0,0,0,6,7.3,,https://twitter.com/GenV_Eng/status/1756819157302096342
02/12/2024 06:59 AM EST -0500,Are you looking for the perfect vegan-friendly gifts to show your loved ones how much you care this Valentine’s Day? Look no further!  We have curated a list of thoughtful and compassionate gifts that align with the values of veganism and animal rights.  https://t.co/U8daWKvcju,Jamie Logan,,65,2,0,0,0,2,3.1,,https://twitter.com/GenV_Eng/status/1757011639189098767
02/12/2024 07:14 AM EST -0500,What's your go-to plant-based breakfast dish? 🌱 Start your day with kindness and flavor!  #VeganMorning #PlantBasedDelight #CrueltyFreeCuisine https://t.co/PSf8xE1cJD,Simon Plazolles-Hayes,AI Article,70,2,0,0,0,3,4.3,,https://twitter.com/GenV_Eng/status/1757015440813916243
02/12/2024 09:00 AM EST -0500,This mother cow fought to defend her baby against a farmer who wanted to separate them. Dairy farmers steal calves from their mothers so they can sell their milk to consumers.  Do you think it is time for the dairy industry to end?  #milk #cheese https://t.co/TH6Ef3cGle,Simon Plazolles-Hayes,,547,13,7,1,1,34,6.2,136.0,https://twitter.com/GenV_Eng/status/1757042010626605260
02/12/2024 04:00 PM EST -0500,"50g cashews 100g firm tofu 1 large passion fruit, pulp only Yellow fruit jelly to taste  Soak cashews in hot water (15 minutes). Drain & blend with tofu, pulp of 1/2 a passion fruit, & yellow fruit jelly. Top with pulp from other half of the passion fruit. Serve chilled. https://t.co/iQOjuI6vwD",Jamie Logan,,124,0,1,0,0,2,1.6,,https://twitter.com/GenV_Eng/status/1757147600451510654
02/12/2024 06:15 PM EST -0500,"Craving pasta without the gluten? Try tasty chickpea pasta for a kinder, protein-packed twist! 🍝  What's your favorite plant-based sauce?  #VeganLife #GlutenFree #PlantBased https://t.co/ohaqELGgsk",Simon Plazolles-Hayes,AI Article,87,0,0,0,0,3,3.4,,https://twitter.com/GenV_Eng/status/1757181549500313604
02/13/2024 07:15 AM EST -0500,"Who's ready to taste the future of sustainability? 🌱🔜🍽️ Make room, traditional steaks - plant-based whole cuts are coming to town!  #PlantBasedRevolution #SustainableEating #FutureOfFood - https://t.co/AndFpZ6QBR",Simon Plazolles-Hayes,AI Article,58,1,0,0,0,1,1.7,,https://twitter.com/GenV_Eng/status/1757377834421493812
02/13/2024 08:59 AM EST -0500,"1. Ethical costumes  2. Shine with sustainability  3. Vegan snacks for the festivities.  4. Conscious hydration.  5.  Have fun, spread awareness and inspiration. https://t.co/8P73LDBZM3",Jamie Logan,,66,2,0,0,0,2,3.0,,https://twitter.com/GenV_Eng/status/1757404218489475452
02/13/2024 01:00 PM EST -0500,Here are our recommendations for your vegan Valentine’s Day menu that will really hit the spot...  https://t.co/q9JLZCufPx,Jamie Logan,,83,1,0,0,0,1,1.2,,https://twitter.com/GenV_Eng/status/1757464675132867029
02/13/2024 02:51 PM EST -0500,"This film will change the way you think about faith, ethics, and our relationship with animals, forever.  RESERVE YOUR SEAT NOW: https://t.co/o0souAvnLH https://t.co/fvB9Wd5K9u",Jamie Logan,,125,1,2,0,0,4,3.2,31.0,https://twitter.com/GenV_Eng/status/1757492774742429796
02/13/2024 06:15 PM EST -0500,Are you ready to join the plant-based revolution 🌱 and give kindness to our planet?  #PlantBasedFuture #EcoFriendly #VeganVibes https://t.co/sorlBuN9pN,Simon Plazolles-Hayes,AI Article,86,2,1,0,0,6,7.0,,https://twitter.com/GenV_Eng/status/1757543943707779368
02/13/2024 06:30 PM EST -0500,Eggs are not all they’re cracked up to be. Animals still suffer and die for a product no one needs.  Don't chickens deserve more than this? 🥚💭  📽️ @torontochickensave  #egg #eggs #chickens #saveanimals https://t.co/ko9Y2KEo0L,Simon Plazolles-Hayes,,244,5,4,0,1,16,6.6,56.0,https://twitter.com/GenV_Eng/status/1757547938987770092
02/14/2024 07:15 AM EST -0500,Have you heard the moo-ving news? 🐮 Three lucky bulls have found kindness & compassion at a New Jersey vegan sanctuary! 🌱  💚 How do you show kindness to animals?  #AnimalRescue #VeganForLife #BeKindToEveryKind https://t.co/QDyKdI9laP,Simon Plazolles-Hayes,AI Article,81,3,0,0,0,5,6.2,,https://twitter.com/GenV_Eng/status/1757740223507710078
02/14/2024 09:00 AM EST -0500,"🐥🐷📢 Today we are launching our BRAND NEW 7-day Vegan for Spirituality challenge!  🍔🥩🥚If you’ve been considering ditching meat and dairy due to spiritual reasons, this is the challenge for you!  And you know what?! It’s FREE!  👉🏽Join now at https://t.co/7CC3lqTDZB https://t.co/7RXCiqBIxQ",Jamie Logan,,80,1,1,0,0,3,3.8,,https://twitter.com/GenV_Eng/status/1757766712387047730
02/14/2024 04:05 PM EST -0500,"If you are a loving, compassionate, and spiritual person, you need to sign up for this challenge!    Through love, altruism, awe, wisdom, truth, and forgiveness we hope to inspire you to change the way you eat.    Take our free challenge at: https://t.co/01JnGw41SX https://t.co/YKEhFOtsaB",,,89,1,0,0,0,1,1.1,,https://twitter.com/GenV_Eng/status/1757873776409088136
02/15/2024 08:01 AM EST -0500,"Milk companies try to sell the lie of happy cows naturally grazing on wide-open pastures. Yet modern dairy production is mechanized, industrial, and cruel.  Tiny calves are confined alone in pens and hutches. 🐄😢  Does this look natural and ethical to you?🤔  #milk https://t.co/14KEZQD2ti",Simon Plazolles-Hayes,,314,8,5,0,0,18,5.7,67.0,https://twitter.com/GenV_Eng/status/1758114408813756490
02/16/2024 00:01 PM EST -0500,"Behind each glass of milk or slice of cheese is the extreme suffering of cows and their calves. 😢  No product is worth this much pain and violence, especially when plant-based alternatives are indistinguishable and readily available. 🐮😔  #GotMilk #cows https://t.co/dIGKdS7LKe",Simon Plazolles-Hayes,,128,1,1,0,0,5,3.9,19.0,https://twitter.com/GenV_Eng/status/1758537143704559927
02/16/2024 02:19 PM EST -0500,"Who else yawned? ☝️  Sadly, this jaguar, a symbol of Brazilian wildlife, is losing her home. The reason? Animal farming.  Learn more about the environmental impacts of farmed animals and its effects on wildlife at the link in bio👇🏽 https://t.co/ijw8cNu4pb  🎥  gufigueiroa (IG) https://t.co/jFda52MsZC",Jamie Logan,,132,2,2,0,0,6,4.5,22.0,https://twitter.com/GenV_Eng/status/1758571879151829010
02/17/2024 09:01 AM EST -0500,Professionals like Dr. Bruno Shoiti are working to demystify prejudices against veganism in childhood.  Parents don’t need to worry; being vegan during childhood can be healthy and a significant benefit to the child. 🌱  #vegan https://t.co/2Pmrro1PsS,Simon Plazolles-Hayes,,97,0,1,0,0,2,2.1,,https://twitter.com/GenV_Eng/status/1758854214598455722
02/18/2024 11:06 AM EST -0500,"Every day, thousands of ships haul crabs and other marine species out of the ocean to suffer and die for food. These extreme practices not only harm animals but also damage the ocean. 🦀  Want to save aquatic life? Stop eating them. 🐟  #crabs #fishing https://t.co/YjHnbdY22i",Simon Plazolles-Hayes,,625,9,15,0,1,40,6.4,206.0,https://twitter.com/GenV_Eng/status/1759248075653005542
02/19/2024 08:00 AM EST -0500,👉🏽What should you expect with the challenges?  🤓📚Lessons  👩🏻‍🦳👩🏻‍🏫Authenticity  ✊🏾💪🏽Motivation  🧑🏾‍🌾👩🏽‍🍳Innovation  🙈🙉🙊Have we convinced you to join? We hope so! Go to https://t.co/N1d9E1zHfa and subscribe for free today!  #Vegan #Challenge #Spirituality https://t.co/VjkZJRY88B,Jamie Logan,,76,2,1,0,0,4,5.3,,https://twitter.com/GenV_Eng/status/1759563607291895820
02/19/2024 11:30 AM EST -0500,Undercover investigations are the only way to see the truth of what’s happening behind the closed doors of a slaughterhouse.  Scott David from @Animal Outlook shares his experience of being an investigator.  Full interview: https://t.co/NGFz7H4JVg https://t.co/MnyEglhA36,Jamie Logan,,100,0,0,0,0,2,2.0,16.0,https://twitter.com/GenV_Eng/status/1759616396642627670
02/19/2024 00:01 PM EST -0500,"🦬 By subscribing to one of Gen V's 7-day vegan challenges, not only are you getting started on a path that will leave animals off your plate, but you'll also donate $1 USD that will go towards assisting buffaloes that have been rescued in Brazil.  @SolariLizTW  #buffalos #Brazil https://t.co/NYV45RHPit",Simon Plazolles-Hayes,,84,1,0,0,0,3,3.6,18.0,https://twitter.com/GenV_Eng/status/1759624218734362760
02/20/2024 10:00 AM EST -0500,"We helped rescue 1,000 buffaloes who were left to die of hunger. They now live in two sanctuaries in Brazil: Vale da Rainha & Rancho dos Gnomos. We will donate $1 for every person who subscribes to our new 7-day Spirituality challenge.  Go to https://t.co/FwnJRxfYpj & sign up! https://t.co/VezB5YYSs0",Jamie Logan,,85,3,0,0,0,3,3.5,,https://twitter.com/GenV_Eng/status/1759956180749725697
02/20/2024 06:01 PM EST -0500,"Milk is not harmless. 🥛  🥛 Cows are forcibly impregnated.  🥛 They are separated from their calves, causing both of them extreme distress.  🥛 All cows are taken to the slaughterhouse.  It's time to reconsider dairy consumption and explore plant-based alternatives. https://t.co/nClGz0zd4R",Jamie Logan,,137,3,2,0,0,6,4.4,26.0,https://twitter.com/GenV_Eng/status/1760077310647251195
02/21/2024 10:18 AM EST -0500,"Did you know that honey is not vegan?  While it may seem like a harmless sweetener, vegans avoid it because it's a product of exploitation.  Let's choose kindness for all creatures, no matter their size 🐝🌱.  #honey #bees https://t.co/DcRULfEKly",Simon Plazolles-Hayes,,71,1,0,0,0,2,2.8,,https://twitter.com/GenV_Eng/status/1760323166801408185
02/22/2024 11:00 AM EST -0500,"Vegans care about the mice, snakes, and other living beings in crop fields, so we choose vegan to reduce their suffering as well.  Did you know that eating meat is the most destructive diet? 🥩💥  @JoeyCarbstrong https://t.co/skqhxEZdw1",Simon Plazolles-Hayes,,165,9,0,1,3,30,18.2,53.0,https://twitter.com/GenV_Eng/status/1760696144424792125
02/23/2024 11:02 AM EST -0500,"Live export continues despite numerous countries banning or planning to ban it. Animals are forced onto tight, confining ships and undertake a punishing journey only to be slaughtered when they reach their destination.  Live exports must be banned. Everywhere.🐄🚫🚢  📹@Weanimals https://t.co/M8X5fDocGk",Simon Plazolles-Hayes,,366,9,4,0,2,18,4.9,74.0,https://twitter.com/GenV_Eng/status/1761059087159029838
02/23/2024 03:30 PM EST -0500,"Little Cameron is living a life as all animals should, full of joy and freedom. 🐷✨  Join us on this journey of true love for animals and give compassion a chance. Consider veganism. 🌱  🎥: @farmsanctuary https://t.co/yHTdoo9LmV",Jamie Logan,,1091,36,7,1,1,66,6.0,232.0,https://twitter.com/GenV_Eng/status/1761126324356170063
02/24/2024 08:01 AM EST -0500,"A mother cow runs after her baby, two more victims of the forced separation that is routine on dairy farms.  How can ice cream and cheese be worth such misery?  #dairy #milk https://t.co/0g3Ln1iOx3",Simon Plazolles-Hayes,,5317,183,124,19,20,612,11.5,1599.0,https://twitter.com/GenV_Eng/status/1761375853013823846
