Date,Content,Created by,Labels,Organic Reach,Paid Reach,Total reach,Organic impressions,Paid impressions,Total impressions,Engaged users,Engagement rate per reach (%),Engagement rate per impression (%),Clicks,Link clicks,Photo views,Video play,Other clicks,Organic video views,Paid video views,Total video views,Average time watched,Average percentage of time watched,Url
01/27/2024 07:00 AM EST -0500,"🌱 Brakes is fueling the Veganuary movement with a fresh line of plant-based delights! 🍴  Have you ever tried incorporating plant-based meals into your daily routine? Share your experience or your favorite vegan dish! Let's celebrate kindness to all beings and the earth with delicious, compassionate choices. 🌎❤️🥦",Jamie Logan,AI Article,728,0,728,761,0,761,21.0,2.9,2.8,8,8,0,0,4,,,,,,https://www.facebook.com/436857338665429
01/27/2024 10:00 AM EST -0500,"As we learn about the complexity of plant life, we might consider our own behavior, and whether it is ethical to eat plants. As yet, the evidence of plants feeling pain is unconvincing but one day we may discover that they do experience something we would call pain. Until that day, what should we do?  ",Jamie Logan,,852,0,852,897,0,897,27.0,3.2,3.0,6,6,0,0,16,,,,,,https://www.facebook.com/436947861989710
01/27/2024 11:14 AM EST -0500,"The results for the participants on the plant-based diet were so impressive that they decided to stick with the diet after the study ended!   “Anyone who chooses a vegan diet can improve their long-term health in two months, with the most change seen in the first month,” says Professor Gardner of Stanford Prevention Research Center.  What are you waiting for? Check out our free 7-day Vegan for Health challenge at genv.org/go-vegan and start fueling your body with delicious, healthy foods!",,,4924,0,4924,5040,0,5040,147.0,3.0,2.9,37,16,21,0,12,,,,,,https://www.facebook.com/photo.php?fbid=436984915319338&set=a.296116792739485&type=3
01/27/2024 04:08 PM EST -0500,"It’s up to us to challenge the norms and break free from those practices that still allow animals to be used, confined, and harmed.💚  By making better choices, we can make a real difference and help shape the next generation. 🤝🌱",Simon Plazolles-Hayes,,2252,0,2252,2386,0,2386,80.0,3.6,3.4,11,0,11,0,20,,,,,,https://www.facebook.com/photo.php?fbid=437108258640337&set=a.296116792739485&type=3
01/27/2024 06:00 PM EST -0500,"Costa Coffee spices up Veganuary with scrumptious new vegan delights from BOSH! 🌱🌯 What's your next plant-based treat going to be: the saucy chicken fajita wrap, double chocolate cookie, or rocky road? ✨ Remember, every bite is a step towards kindness to our animal friends and a healthier planet! 🌍🐾",Jamie Logan,AI Article,1209,0,1209,1237,0,1237,30.0,2.5,2.4,8,8,0,0,1,,,,,,https://www.facebook.com/437146771969819
01/28/2024 07:00 AM EST -0500,🎭 'Blood On Your Hands' at Southwark Playhouse delivers with 'meaty new writing packs a punch'. 🥊  What thoughts or emotions do plays addressing real-world issues stir in you?,Jamie Logan,AI Article,280,0,280,293,0,293,4.0,1.4,1.4,1,1,0,0,0,,,,,,https://www.facebook.com/437451235272706
01/28/2024 11:14 AM EST -0500,"💪🏽⚡️Genuine masculinity demonstrates care and compassion, creating positive and judgment-free environments for those who embody it and others.  🤔 Do you believe it is necessary to redefine masculinity for men? We want to hear from you!  🤳🏽If you wish to explore more about masculinity, compassion, love, care, and the protection of vulnerable beings, we invite you to visit genv.org/veganism-and-masculinity/",,,4616,0,4616,4722,0,4722,107.0,2.3,2.3,20,6,14,0,21,,,,,,https://www.facebook.com/photo.php?fbid=437611248590038&set=a.296116792739485&type=3
01/28/2024 01:02 PM EST -0500,"We have been taught that the harm we do to animals is legitimate while the same act would be entirely unacceptable if it were done to a human.  If we take a step back, we can see that we are all the same in our ability to suffer - to experience pain, deprivation, fear, and violence.  Where do we set our boundaries when it comes to freedom and justice?",Simon Plazolles-Hayes,,1877,0,1877,1990,0,1990,64.0,3.4,3.2,6,0,6,0,11,,,,,,https://www.facebook.com/photo.php?fbid=437662175251612&set=a.296116792739485&type=3
01/28/2024 06:00 PM EST -0500,New research confirms the link between meat consumption and significant environmental challenges. 🌍  What change would you consider making to your diet for the sake of our planet? 🌱🤔,Jamie Logan,AI Article,381,0,381,407,0,407,6.0,1.6,1.5,2,2,0,0,0,,,,,,https://www.facebook.com/437770721907424
01/29/2024 07:00 AM EST -0500,"Flaxseed is the latest beauty craze on TikTok, with users claiming it's a natural alternative to Botox when used as a face mask. ✨  What are your thoughts on turning to nature for our beauty needs? 😌🌿",Jamie Logan,AI Article,555,0,555,577,0,577,9.0,1.6,1.6,6,6,0,0,0,,,,,,https://www.facebook.com/438072758543887
01/29/2024 00:53 PM EST -0500,"No animals other than humans drink the milk of another species, and none drink milk at all after weaning. It’s just plain weird! Milk production is also cruel to the cow who is forcefully impregnated and cruel to the calf who is stolen from her.  It’s time to wean ourselves off animals’ milk and instead choose milk that is made for us and harms no one: plant-based milk.   😎 Benjamin Pitkanen ⚡ Viral Vegans",,,653,0,653,666,0,666,,,,0,0,0,0,6,536.0,0.0,536.0,6.0,33.3,https://www.facebook.com/438246531859843
01/29/2024 06:00 PM EST -0500,"Comfort in a cup or a box! 🍝🌱 ""Whether it's a boxed mix, a cup noodle-style format, or ready-to-eat, vegan mac and cheese brands ensure there's something for everyone."" Dive into the cheesy goodness without the dairy dilemma and keep kindness on your plate! Which vegan mac and cheese brand has won your heart? ❤️🧀",Jamie Logan,AI Article,743,0,743,775,0,775,12.0,1.6,1.5,3,3,0,0,2,,,,,,https://www.facebook.com/438358921848604
01/29/2024 07:01 PM EST -0500,"Vegan foods can be a great source of healthy protein, which is critical for building muscle mass. Plant-based foods are also effective at reducing inflammation and speeding up recovery time.  It is no wonder that so many people are turning to a plant-based vegan diet to find their competitive edge!  🧔Sheldon Stewart ❤️ Compassion is an Action",Simon Plazolles-Hayes,,3090,0,3090,3130,0,3130,0.0,0.0,0.0,0,0,0,0,58,0.0,0.0,0.0,8.0,33.4,https://www.facebook.com/299186546503761
01/30/2024 07:00 AM EST -0500,"""Adopting a predominantly plant-based or vegetarian diet is associated with a 39 percent lower likelihood of contracting Covid."" 🌱 This intriguing finding from a recent study published in BMJ Nutrition Prevention & Health sparks a vital conversation about the impact of diet on our health. While there's debate and the need for more rigorous research, it aligns with what we at GenV advocate: compassion for all beings and the myriad benefits of a vegan lifestyle. 🥕🥦 Tell us, how has switching to plant-based nutrition influenced your health and well-being?",Jamie Logan,AI Article,307,0,307,324,0,324,10.0,3.3,3.1,3,3,0,0,0,,,,,,https://www.facebook.com/438663018484861
01/30/2024 03:40 PM EST -0500,Championing the majestic ocean dwellers while turning a blind eye to the plight of other animals illustrates our moral inconsistencies as a society.   It’s time to align our actions with our values. 💚🌱  📹 Menkay,,,1039,0,1039,1047,0,1047,,,,0,0,0,0,21,987.0,0.0,987.0,9.0,37.4,https://www.facebook.com/438898088461354
01/30/2024 05:50 PM EST -0500,A quick recipe to show you how you can make your own yogurt at home. Setting it in an earthen pot gives this yogurt a delicious depth of flavor.💗  Have you tried making yogurt at home with plant-based milks?🌱,Simon Plazolles-Hayes,,2550,0,2550,2550,0,2550,0.0,0.0,0.0,0,0,0,0,31,0.0,0.0,0.0,7.0,28.2,https://www.facebook.com/1076251060344435
01/30/2024 06:00 PM EST -0500,"NFL stars are powering up with plants 🌱 for peak performance and health, just like Tom Brady! 🏈 'My philosophy is that a plant-based diet has the power to reverse and prevent disease.' 🍏💪 How does incorporating more plant-based foods benefit your health and fitness goals?",Jamie Logan,AI Article,497,0,497,536,0,536,16.0,3.2,3.0,6,6,0,0,1,,,,,,https://www.facebook.com/438943991790097
01/31/2024 07:00 AM EST -0500,"""Cutting carbon emissions one meal at a time is not just better for the planet, it's a kindness to animals too."" 🌍❤️🐮  What's your favorite plant-based dish that's both delicious and eco-friendly? Let's show support for sustainable choices and compassion for all beings! 🌱✨",Jamie Logan,AI Article,336,0,336,379,0,379,13.0,3.9,3.4,4,4,0,0,3,,,,,,https://www.facebook.com/439222155095614
01/31/2024 10:02 AM EST -0500,"Formula One driver Lewis Hamilton is an inspiration in both sports and veganism. 🌱  With 103 wins, Lewis Hamilton is the best F1 driver of all time. As an outspoken vegan and human rights activist, he consistently shows the world that compassion only makes us stronger! 🏁",Simon Plazolles-Hayes,,3054,0,3054,3121,0,3121,146.0,4.8,4.7,16,0,16,0,13,,,,,,https://www.facebook.com/photo.php?fbid=439305108420652&set=a.296116792739485&type=3
01/31/2024 03:00 PM EST -0500,"Who wouldn't want to cool off in this scorching heat, right? ☀️💦🐷  The little pigs from The Farm Sanctuary love playing in the water on hot days. 🐷🛁  🎥:  Farm Sanctuary",Simon Plazolles-Hayes,,3387,0,3387,3387,0,3387,0.0,0.0,0.0,0,0,0,0,44,0.0,0.0,0.0,5.0,45.7,https://www.facebook.com/369248909068150
01/31/2024 05:25 PM EST -0500,"After back-to-back chemotherapy treatments for throat and breast cancer, Mary-Beth of Murfreesboro, Tennessee, was diagnosed with three tumors in her left lung. Her decision to try a plant-based diet changed everything. 🌱  Go to GenV.org/why-vegan/for-your-health/ for the full film. Sign up to try vegan and start your health journey in 2024.",,,4714,0,4714,4719,0,4719,,,,2,2,0,0,105,5312.0,0.0,5312.0,19.0,26.6,https://www.facebook.com/439470545070775
01/31/2024 06:00 PM EST -0500,"""Plant-based meals can provide essential nutrients and antioxidants that support a healthy immune system.""  What's one plant-based dish you've tried and loved?  🍎🥦",Jamie Logan,AI Article,537,0,537,564,0,564,17.0,3.2,3.0,3,3,0,0,1,,,,,,https://www.facebook.com/439480941736402
02/01/2024 07:00 AM EST -0500,"Exciting times for veggie lovers as Veganuary takes the UK by storm, with top chefs sharing their delectable plant-based recipes for all to enjoy! 🌿🍴 What's your favorite vegan dish to cook at home? Remember, each meal is a chance to be kind to our planet and all its inhabitants. 🌎❤️🐮",Jamie Logan,AI Article,564,0,564,593,0,593,16.0,2.8,2.7,7,7,0,0,0,,,,,,https://www.facebook.com/439820758369087
02/01/2024 04:01 PM EST -0500,"When we look at the reality of what animals endure to become meat, we have a clear choice. We can ignore their screams and pretend that their lives do not matter, or we can decide not to contribute to their suffering and choose vegan.  What will you choose?  👑@billieeilish  🎥@veganwomensummit",Simon Plazolles-Hayes,,907,0,907,908,0,908,0.0,0.0,0.0,0,0,0,0,35,0.0,0.0,0.0,14.0,37.1,https://www.facebook.com/697241429247513
02/01/2024 06:00 PM EST -0500,"Discover a world of flavor with quick vegan recipes inspired by Asia, Africa, the Middle East, and Mexico – ""get these vegan recipes in your rotation."" 🌿 What's your go-to ingredient for adding a burst of authentic taste to your vegan dishes?",Jamie Logan,AI Article,678,0,678,717,0,717,14.0,2.1,2.0,6,6,0,0,0,,,,,,https://www.facebook.com/440070845010745
02/02/2024 07:00 AM EST -0500,"In a tragic case of mislabeling, a woman with a severe dairy allergy died after consuming a 'vegan' tiramisu that had dairy; Italian prosecutors are investigating for manslaughter. 🥺🍰  How can restaurants ensure the safety of customers with food allergies?",Jamie Logan,AI Article,2338,0,2338,2408,0,2408,329.0,14.1,13.7,97,97,0,0,235,,,,,,https://www.facebook.com/440345461649950
02/02/2024 02:21 PM EST -0500,"Nearly 90% of the world’s wetlands have been degraded since the 1700s, and we are losing wetlands three times faster than forests.  Eventually, the loss of wetlands will impact every animal, plant, and ecosystem on the planet, as well as the well-being and health of billions of people.  Whatever we care about—whether that is our health, our families and communities, our planet, its forests, oceans and rivers, wild animals, farmed animals, or our future—veganism is part of the answer.  Learn more: https://genv.pulse.ly/yuizm1mx6c",Jamie Logan,,1698,0,1698,1732,0,1732,27.0,1.6,1.6,12,0,12,0,4,,,,,,https://www.facebook.com/440549721629524
02/02/2024 06:03 PM EST -0500,"Being kind to the other beings we share our planet with is not extreme!  Wise words, Clif Grant.  📷 The Vocal Vegan",Simon Plazolles-Hayes,,1605,0,1605,1605,0,1605,0.0,0.0,0.0,0,0,0,0,48,0.0,0.0,0.0,19.0,47.1,https://www.facebook.com/1087261069065991
02/03/2024 07:00 AM EST -0500,"🍃 ""A new study finds that if women want to improve their health, they should incorporate more plant-based protein into their diets."" 🌿  Will you go vegan for your health? 🥗🥑",Jamie Logan,AI Article,398,0,398,422,0,422,13.0,3.3,3.1,5,5,0,0,0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/440930654924764
02/03/2024 09:01 AM EST -0500,"Jon Stewart discovering nutritional yeast or “nooch” is just what we need in our lives. Nutritional yeast gives food an umami, cheesy flavor—and is packed with protein, vitamin B12, and niacin. 💪  What is your favorite food to add nooch to?",Simon Plazolles-Hayes,,7286,0,7286,7456,0,7456,0.0,0.0,0.0,0,0,0,0,337,0.0,0.0,0.0,12.0,26.1,https://www.facebook.com/1055828518978944
