Entity,Code,Year,"Meat, goose and guinea fowl | 00001073 || Producing or slaughtered animals | 005321 || animals"
United Kingdom,GBR,1981,167000
United Kingdom,GBR,1982,183000
United Kingdom,GBR,1983,170000
United Kingdom,GBR,1984,169000
United Kingdom,GBR,1985,165000
United Kingdom,GBR,1986,175000
United Kingdom,GBR,1987,184000
United Kingdom,GBR,1988,200000
United Kingdom,GBR,1989,625000
United Kingdom,GBR,1990,658000
United Kingdom,GBR,1991,613000
United Kingdom,GBR,1992,563000
United Kingdom,GBR,1993,588000
United Kingdom,GBR,1994,600000
United Kingdom,GBR,1995,1000000
United Kingdom,GBR,1996,1000000
United Kingdom,GBR,1997,1000000
United Kingdom,GBR,1998,600000
United Kingdom,GBR,1999,600000
United Kingdom,GBR,2000,600000
United Kingdom,GBR,2001,592000
United Kingdom,GBR,2002,589000
United Kingdom,GBR,2003,608000
United Kingdom,GBR,2004,618000
United Kingdom,GBR,2005,621000
United Kingdom,GBR,2006,653000
United Kingdom,GBR,2007,503000
United Kingdom,GBR,2008,411000
United Kingdom,GBR,2009,475000
United Kingdom,GBR,2010,420000
United Kingdom,GBR,2011,420000
United Kingdom,GBR,2012,365000
United Kingdom,GBR,2013,340000
United Kingdom,GBR,2014,408000
United Kingdom,GBR,2015,589000
United Kingdom,GBR,2016,625000
United Kingdom,GBR,2017,646000
United Kingdom,GBR,2018,631000
United Kingdom,GBR,2019,574000
United Kingdom,GBR,2020,541000
United Kingdom,GBR,2021,480000
Upper-middle-income countries,,1961,17886000
Upper-middle-income countries,,1962,19918000
Upper-middle-income countries,,1963,22046000
Upper-middle-income countries,,1964,24064000
Upper-middle-income countries,,1965,26086000
Upper-middle-income countries,,1966,28083000
Upper-middle-income countries,,1967,30046000
Upper-middle-income countries,,1968,31984000
Upper-middle-income countries,,1969,33995000
Upper-middle-income countries,,1970,36025000
Upper-middle-income countries,,1971,38010000
Upper-middle-income countries,,1972,40064000
Upper-middle-income countries,,1973,42124000
Upper-middle-income countries,,1974,44154000
Upper-middle-income countries,,1975,46136000
Upper-middle-income countries,,1976,47798000
Upper-middle-income countries,,1977,49850000
Upper-middle-income countries,,1978,52057000
Upper-middle-income countries,,1979,54198000
Upper-middle-income countries,,1980,56092000
Upper-middle-income countries,,1981,58017000
Upper-middle-income countries,,1982,60318000
Upper-middle-income countries,,1983,62556000
Upper-middle-income countries,,1984,63806000
Upper-middle-income countries,,1985,64712000
Upper-middle-income countries,,1986,73911000
Upper-middle-income countries,,1987,86057000
Upper-middle-income countries,,1988,118478000
Upper-middle-income countries,,1989,124384000
Upper-middle-income countries,,1990,141630000
Upper-middle-income countries,,1991,180263000
Upper-middle-income countries,,1992,184234000
Upper-middle-income countries,,1993,210377000
Upper-middle-income countries,,1994,229189000
Upper-middle-income countries,,1995,329416000
Upper-middle-income countries,,1996,338924000
Upper-middle-income countries,,1997,375176000
Upper-middle-income countries,,1998,412318000
Upper-middle-income countries,,1999,426956000
Upper-middle-income countries,,2000,435269000
Upper-middle-income countries,,2001,436118000
Upper-middle-income countries,,2002,424101000
Upper-middle-income countries,,2003,439233000
Upper-middle-income countries,,2004,447128000
Upper-middle-income countries,,2005,482030000
Upper-middle-income countries,,2006,481039000
Upper-middle-income countries,,2007,531759000
Upper-middle-income countries,,2008,547452000
Upper-middle-income countries,,2009,581412000
Upper-middle-income countries,,2010,596221000
Upper-middle-income countries,,2011,613390000
Upper-middle-income countries,,2012,653731000
Upper-middle-income countries,,2013,644323000
Upper-middle-income countries,,2014,655186000
Upper-middle-income countries,,2015,601149000
Upper-middle-income countries,,2016,620409000
Upper-middle-income countries,,2017,657883000
Upper-middle-income countries,,2018,697184000
Upper-middle-income countries,,2019,693396000
Upper-middle-income countries,,2020,704574000
Upper-middle-income countries,,2021,716196000
Uruguay,URY,1961,40000
Uruguay,URY,1962,40000
Uruguay,URY,1963,40000
Uruguay,URY,1964,40000
Uruguay,URY,1965,40000
Uruguay,URY,1966,45000
Uruguay,URY,1967,43000
Uruguay,URY,1968,43000
Uruguay,URY,1969,42000
Uruguay,URY,1970,40000
Uruguay,URY,1971,40000
Uruguay,URY,1972,40000
Uruguay,URY,1973,40000
Uruguay,URY,1974,40000
Uruguay,URY,1975,40000
Uruguay,URY,1976,40000
Uruguay,URY,1977,40000
Uruguay,URY,1978,40000
Uruguay,URY,1979,40000
Uruguay,URY,1980,40000
Uruguay,URY,1981,40000
Uruguay,URY,1982,40000
Uruguay,URY,1983,40000
Uruguay,URY,1984,40000
Uruguay,URY,1985,40000
Uruguay,URY,1986,40000
Uruguay,URY,1987,40000
Uruguay,URY,1988,40000
Uruguay,URY,1989,40000
Uruguay,URY,1990,40000
Venezuela,VEN,2017,0
Venezuela,VEN,2018,2500000
Venezuela,VEN,2019,2400000
Venezuela,VEN,2020,1600000
Venezuela,VEN,2021,1400000
Western Asia (FAO),,1961,829000
Western Asia (FAO),,1962,827000
Western Asia (FAO),,1963,839000
Western Asia (FAO),,1964,960000
Western Asia (FAO),,1965,971000
Western Asia (FAO),,1966,982000
Western Asia (FAO),,1967,1009000
Western Asia (FAO),,1968,996000
Western Asia (FAO),,1969,1124000
Western Asia (FAO),,1970,1178000
Western Asia (FAO),,1971,1312000
Western Asia (FAO),,1972,1385000
Western Asia (FAO),,1973,1632000
Western Asia (FAO),,1974,1805000
Western Asia (FAO),,1975,1849000
Western Asia (FAO),,1976,1909000
Western Asia (FAO),,1977,1945000
Western Asia (FAO),,1978,1994000
Western Asia (FAO),,1979,2135000
Western Asia (FAO),,1980,2162000
Western Asia (FAO),,1981,2344000
Western Asia (FAO),,1982,2104000
Western Asia (FAO),,1983,2128000
Western Asia (FAO),,1984,2146000
Western Asia (FAO),,1985,2235000
Western Asia (FAO),,1986,2550000
Western Asia (FAO),,1987,2592000
Western Asia (FAO),,1988,2631000
Western Asia (FAO),,1989,2682000
Western Asia (FAO),,1990,2733000
Western Asia (FAO),,1991,2894000
Western Asia (FAO),,1992,3153000
Western Asia (FAO),,1993,3401000
Western Asia (FAO),,1994,3312000
Western Asia (FAO),,1995,3355000
Western Asia (FAO),,1996,3506000
Western Asia (FAO),,1997,3403000
Western Asia (FAO),,1998,3550000
Western Asia (FAO),,1999,3550000
Western Asia (FAO),,2000,2999000
Western Asia (FAO),,2001,2797000
Western Asia (FAO),,2002,2501000
Western Asia (FAO),,2003,2484000
Western Asia (FAO),,2004,2486000
Western Asia (FAO),,2005,2384000
Western Asia (FAO),,2006,2188000
Western Asia (FAO),,2007,1882000
Western Asia (FAO),,2008,2101000
Western Asia (FAO),,2009,2157000
Western Asia (FAO),,2010,2039000
Western Asia (FAO),,2011,1819000
Western Asia (FAO),,2012,1684000
Western Asia (FAO),,2013,1815000
Western Asia (FAO),,2014,1990000
Western Asia (FAO),,2015,1898000
Western Asia (FAO),,2016,1983000
Western Asia (FAO),,2017,2025000
Western Asia (FAO),,2018,2155000
Western Asia (FAO),,2019,2240000
Western Asia (FAO),,2020,2479000
Western Asia (FAO),,2021,2593000
Western Europe (FAO),,1961,2710000
Western Europe (FAO),,1962,2685000
Western Europe (FAO),,1963,2595000
Western Europe (FAO),,1964,2555000
Western Europe (FAO),,1965,2770000
Western Europe (FAO),,1966,2780000
Western Europe (FAO),,1967,2905000
Western Europe (FAO),,1968,2907000
Western Europe (FAO),,1969,3302000
Western Europe (FAO),,1970,3635000
Western Europe (FAO),,1971,3432000
Western Europe (FAO),,1972,3659000
Western Europe (FAO),,1973,3519000
Western Europe (FAO),,1974,2905000
Western Europe (FAO),,1975,2986000
Western Europe (FAO),,1976,2875000
Western Europe (FAO),,1977,2835000
Western Europe (FAO),,1978,2998000
Western Europe (FAO),,1979,3307000
Western Europe (FAO),,1980,2789000
Western Europe (FAO),,1981,2772000
Western Europe (FAO),,1982,2372000
Western Europe (FAO),,1983,2389000
Western Europe (FAO),,1984,1714000
Western Europe (FAO),,1985,1810000
Western Europe (FAO),,1986,2317000
Western Europe (FAO),,1987,2656000
Western Europe (FAO),,1988,2526000
Western Europe (FAO),,1989,2654000
Western Europe (FAO),,1990,3054000
Western Europe (FAO),,1991,2779000
Western Europe (FAO),,1992,2359000
Western Europe (FAO),,1993,2149000
Western Europe (FAO),,1994,2061000
Western Europe (FAO),,1995,2023000
Western Europe (FAO),,1996,2073000
Western Europe (FAO),,1997,2141000
Western Europe (FAO),,1998,2186000
Western Europe (FAO),,1999,2219000
Western Europe (FAO),,2000,1430000
Western Europe (FAO),,2001,1443000
Western Europe (FAO),,2002,1409000
Western Europe (FAO),,2003,1433000
Western Europe (FAO),,2004,1511000
Western Europe (FAO),,2005,1381000
Western Europe (FAO),,2006,1292000
Western Europe (FAO),,2007,1440000
Western Europe (FAO),,2008,1454000
Western Europe (FAO),,2009,1495000
Western Europe (FAO),,2010,1472000
Western Europe (FAO),,2011,1451000
Western Europe (FAO),,2012,1447000
Western Europe (FAO),,2013,1457000
Western Europe (FAO),,2014,1476000
Western Europe (FAO),,2015,1460000
Western Europe (FAO),,2016,1225000
Western Europe (FAO),,2017,1174000
Western Europe (FAO),,2018,1231000
Western Europe (FAO),,2019,1230000
Western Europe (FAO),,2020,1204000
Western Europe (FAO),,2021,983000
World,OWID_WRL,1961,44488000
World,OWID_WRL,1962,46795000
World,OWID_WRL,1963,46957000
World,OWID_WRL,1964,49962000
World,OWID_WRL,1965,54319000
World,OWID_WRL,1966,56055000
World,OWID_WRL,1967,60017000
World,OWID_WRL,1968,64517000
World,OWID_WRL,1969,63131000
World,OWID_WRL,1970,67737000
World,OWID_WRL,1971,74618000
World,OWID_WRL,1972,69637000
World,OWID_WRL,1973,71101000
World,OWID_WRL,1974,70990000
World,OWID_WRL,1975,74563000
World,OWID_WRL,1976,73413000
World,OWID_WRL,1977,75473000
World,OWID_WRL,1978,80459000
World,OWID_WRL,1979,82214000
World,OWID_WRL,1980,83536000
World,OWID_WRL,1981,86164000
World,OWID_WRL,1982,90307000
World,OWID_WRL,1983,93742000
World,OWID_WRL,1984,95548000
World,OWID_WRL,1985,95260000
World,OWID_WRL,1986,106267000
World,OWID_WRL,1987,118422000
World,OWID_WRL,1988,151673000
World,OWID_WRL,1989,158217000
World,OWID_WRL,1990,179602000
World,OWID_WRL,1991,216156000
World,OWID_WRL,1992,234168000
World,OWID_WRL,1993,260834000
World,OWID_WRL,1994,276928000
World,OWID_WRL,1995,380614000
World,OWID_WRL,1996,389135000
World,OWID_WRL,1997,423259000
World,OWID_WRL,1998,460083000
World,OWID_WRL,1999,476417000
World,OWID_WRL,2000,484122000
World,OWID_WRL,2001,482207000
World,OWID_WRL,2002,470877000
World,OWID_WRL,2003,488089000
World,OWID_WRL,2004,495381000
World,OWID_WRL,2005,530771000
World,OWID_WRL,2006,524659000
World,OWID_WRL,2007,575389000
World,OWID_WRL,2008,589678000
World,OWID_WRL,2009,622261000
World,OWID_WRL,2010,635635000
World,OWID_WRL,2011,655360000
World,OWID_WRL,2012,697508000
World,OWID_WRL,2013,688548000
World,OWID_WRL,2014,699466000
World,OWID_WRL,2015,643439000
World,OWID_WRL,2016,662282000
World,OWID_WRL,2017,699990000
World,OWID_WRL,2018,744134000
World,OWID_WRL,2019,730326000
World,OWID_WRL,2020,742699000
World,OWID_WRL,2021,748725000
Yugoslavia,OWID_YGS,1961,500000
Yugoslavia,OWID_YGS,1962,550000
Yugoslavia,OWID_YGS,1963,625000
Yugoslavia,OWID_YGS,1964,625000
Yugoslavia,OWID_YGS,1965,625000
Yugoslavia,OWID_YGS,1966,600000
Yugoslavia,OWID_YGS,1967,600000
Yugoslavia,OWID_YGS,1968,500000
Yugoslavia,OWID_YGS,1969,450000
Yugoslavia,OWID_YGS,1970,450000
Yugoslavia,OWID_YGS,1971,400000
Yugoslavia,OWID_YGS,1972,400000
Yugoslavia,OWID_YGS,1973,400000
Yugoslavia,OWID_YGS,1974,400000
Yugoslavia,OWID_YGS,1975,350000
Yugoslavia,OWID_YGS,1976,415000
Yugoslavia,OWID_YGS,1977,490000
Yugoslavia,OWID_YGS,1978,560000
Yugoslavia,OWID_YGS,1979,670000
Yugoslavia,OWID_YGS,1980,590000
Yugoslavia,OWID_YGS,1981,600000
Yugoslavia,OWID_YGS,1982,660000
Yugoslavia,OWID_YGS,1983,730000
Yugoslavia,OWID_YGS,1984,655000
Yugoslavia,OWID_YGS,1985,750000
Yugoslavia,OWID_YGS,1986,880000
Yugoslavia,OWID_YGS,1987,955000
Yugoslavia,OWID_YGS,1988,1100000
Yugoslavia,OWID_YGS,1989,1150000
Yugoslavia,OWID_YGS,1990,1265000
Yugoslavia,OWID_YGS,1991,930000
